id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
650788,API,Organic Search,No,No,0,3.0,180,3.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
602308,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,205,2.0,Unsubscribed,,Student,No,No,No,No,No,No,,,No
621452,Landing Page Submission,Direct Traffic,No,No,1,8.0,1282,1.14,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
604007,Landing Page Submission,Google,No,No,1,5.0,938,5.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,,,No
585963,Landing Page Submission,Direct Traffic,No,No,0,3.0,154,3.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
626989,API,Google,No,No,0,3.0,1456,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
584935,Landing Page Submission,Direct Traffic,No,No,0,2.0,109,2.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,14.0,16.0,Yes
642452,Landing Page Submission,Direct Traffic,No,No,1,2.0,1948,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
619884,Landing Page Submission,Google,No,No,0,6.0,1217,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
598930,Landing Page Submission,Direct Traffic,No,No,0,2.0,190,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
581723,Landing Page Submission,Direct Traffic,No,No,0,9.0,233,2.25,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
592136,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
592974,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
588711,Landing Page Submission,Direct Traffic,No,No,0,1.0,9,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
637414,Landing Page Submission,Organic Search,No,No,0,4.0,337,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
588165,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
615912,API,Google,No,No,0,1.0,649,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
655134,API,Organic Search,No,No,0,2.0,100,2.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
613542,API,Chat,No,No,1,0.0,0,0.0,Approached upfront,Select,Unemployed,No,No,No,No,No,No,,,No
655772,API,Organic Search,No,No,0,11.0,220,11.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
587258,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
603139,API,Google,No,No,1,8.0,890,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
637526,API,Google,No,No,0,2.0,242,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
611863,API,Organic Search,Yes,No,1,11.0,1494,11.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,,,No
608793,Landing Page Submission,Direct Traffic,No,No,0,2.0,131,2.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
653934,Landing Page Submission,Direct Traffic,No,No,0,4.0,437,4.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,18.0,Yes
603432,API,Google,No,No,1,3.0,1434,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
657426,Landing Page Submission,google,No,No,0,5.0,1008,5.0,Page Visited on Website,Select,,No,No,No,No,No,No,15.0,14.0,No
650952,API,Google,No,No,0,7.0,1762,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
592566,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
583438,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,406,5.0,SMS Sent,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
634484,Landing Page Submission,Direct Traffic,No,No,0,2.0,1680,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
658353,API,Organic Search,No,No,0,8.0,14,8.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
620918,Landing Page Submission,Direct Traffic,No,No,0,14.0,1047,1.4,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
623290,Landing Page Submission,Organic Search,No,No,1,4.0,1264,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
603943,Landing Page Submission,Google,No,No,1,5.0,977,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
586835,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
659364,API,Google,No,No,1,5.0,727,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
654429,Landing Page Submission,Google,No,No,0,3.0,242,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,18.0,No
643032,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
635693,Landing Page Submission,Organic Search,No,No,0,3.0,261,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,No
587476,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
641543,Landing Page Submission,Google,No,No,0,4.0,221,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
588160,API,Direct Traffic,No,No,0,7.0,653,1.75,Page Visited on Website,,,No,No,No,No,No,No,13.0,15.0,No
659238,Landing Page Submission,Direct Traffic,No,No,0,1.0,127,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
615558,Landing Page Submission,Direct Traffic,No,No,1,2.0,1683,2.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,Yes
588197,API,Google,No,No,1,2.0,67,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
631513,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
636299,Landing Page Submission,Direct Traffic,No,No,0,3.0,87,3.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,13.0,17.0,Yes
642951,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
657691,API,Referral Sites,No,No,0,3.0,60,1.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
621264,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
589546,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
647411,Landing Page Submission,Google,No,No,1,5.0,1492,5.0,Email Link Clicked,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
640674,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
591760,Landing Page Submission,Direct Traffic,No,No,0,1.0,300,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
633070,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
604363,Landing Page Submission,Direct Traffic,No,No,1,3.0,1277,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
648623,API,Direct Traffic,Yes,No,0,4.0,160,2.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
593559,API,Organic Search,No,No,0,4.0,104,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
653652,API,Organic Search,Yes,No,0,4.0,489,2.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
630840,Landing Page Submission,Direct Traffic,No,No,1,9.0,62,2.25,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
623426,Landing Page Submission,Google,No,No,0,3.0,366,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
620626,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,192,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
586357,API,Google,No,No,0,3.0,752,3.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
596659,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
601880,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
601617,Landing Page Submission,Google,No,No,0,3.0,111,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
593795,Landing Page Submission,Direct Traffic,No,No,1,7.0,1424,7.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
622142,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604536,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,317,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
595701,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,12.0,15.0,No
642394,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
584061,Landing Page Submission,Organic Search,No,No,0,4.0,114,4.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
596866,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
600908,Landing Page Submission,Organic Search,No,No,0,10.0,212,3.33,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
600661,Landing Page Submission,Direct Traffic,No,No,1,4.0,295,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
655281,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
601038,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
579778,Landing Page Submission,Direct Traffic,No,No,1,6.0,1389,6.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
613488,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
590847,API,Organic Search,Yes,No,0,5.0,1001,5.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
624363,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
615425,Landing Page Submission,Google,No,No,1,4.0,1049,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
614434,API,Direct Traffic,No,No,1,4.0,1054,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
621103,API,Google,Yes,No,0,1.0,1238,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
611052,Landing Page Submission,Google,Yes,No,0,3.0,242,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
601524,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
614996,API,Google,No,No,1,3.0,1199,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
636991,Landing Page Submission,Google,No,No,0,5.0,442,1.67,Email Opened,Operations Management,,No,No,No,No,No,No,15.0,17.0,No
599615,API,Organic Search,No,No,0,4.0,313,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
627725,Landing Page Submission,Direct Traffic,No,No,0,2.0,289,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
623553,API,Google,No,No,1,2.0,795,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
606573,API,Google,Yes,No,1,4.0,1052,2.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
650274,API,Google,No,No,0,3.0,415,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
631618,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,597,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,Yes
621641,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,146,3.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
639014,Landing Page Submission,Direct Traffic,No,No,0,10.0,887,1.43,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,Yes
655240,API,Organic Search,No,No,0,3.0,677,1.5,Email Opened,Select,Student,No,No,No,No,No,No,15.0,14.0,No
592745,API,Google,No,No,0,4.0,158,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
583130,Landing Page Submission,Direct Traffic,No,No,0,6.0,324,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
641905,Landing Page Submission,Google,No,No,1,10.0,1026,10.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
616206,API,Google,No,No,1,8.0,1036,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604494,Landing Page Submission,Direct Traffic,No,No,0,2.0,67,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
590673,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
623429,API,Organic Search,No,No,0,4.0,23,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
630779,Lead Add Form,Reference,No,No,1,,1995,,,Select,Unemployed,No,No,No,No,No,No,,,No
580388,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
659074,Landing Page Submission,Direct Traffic,No,No,0,3.0,718,3.0,Unreachable,Hospitality Management,,No,No,No,No,No,No,13.0,14.0,Yes
649525,API,Referral Sites,No,No,0,3.0,192,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,13.0,No
652852,API,Google,No,No,0,4.0,1596,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587403,Landing Page Submission,Google,No,No,0,6.0,617,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
612484,API,Google,No,No,1,9.0,1416,1.8,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
659925,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
582750,Landing Page Submission,Google,Yes,No,0,2.0,43,2.0,Email Bounced,Services Excellence,,No,No,No,No,No,No,15.0,13.0,Yes
587889,Landing Page Submission,Direct Traffic,No,No,0,5.0,1399,1.67,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
645110,Landing Page Submission,Direct Traffic,No,No,0,2.0,291,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,13.0,17.0,No
631268,Lead Add Form,Reference,No,No,1,4.0,1101,1.33,Chat Conversation,Finance Management,Working Professional,No,No,No,No,No,No,16.0,20.0,Yes
594705,Landing Page Submission,Direct Traffic,No,No,0,4.0,73,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,Yes,No,15.0,17.0,No
580485,Landing Page Submission,Direct Traffic,No,No,1,3.0,1009,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,No
593824,Landing Page Submission,Google,No,No,1,4.0,1500,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608628,Landing Page Submission,Google,No,No,1,6.0,1803,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
605343,Landing Page Submission,Direct Traffic,No,No,0,2.0,150,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
642145,Landing Page Submission,Organic Search,No,No,1,3.0,1264,3.0,Converted to Lead,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,16.0,Yes
582355,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
648670,Landing Page Submission,Direct Traffic,No,No,1,3.0,1826,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639384,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
600775,API,Google,No,No,1,5.0,1288,1.25,Page Visited on Website,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
587046,Landing Page Submission,Direct Traffic,No,No,1,2.0,86,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
586870,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,14.0,No
616761,Landing Page Submission,Direct Traffic,No,No,1,3.0,1346,3.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
606428,API,Google,No,No,0,3.0,213,1.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
656233,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
615386,Landing Page Submission,Google,No,No,1,5.0,763,5.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
609160,API,Google,No,No,0,3.0,79,1.5,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
581851,Landing Page Submission,Direct Traffic,No,No,0,1.0,232,1.0,Converted to Lead,Retail Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
625411,Landing Page Submission,Direct Traffic,No,No,0,2.0,286,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
631526,API,Google,No,No,1,2.0,1331,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
641017,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
653559,Landing Page Submission,Google,No,No,0,3.0,211,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
606552,Landing Page Submission,Google,No,No,0,5.0,498,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
641781,Landing Page Submission,Direct Traffic,No,No,0,30.0,68,10.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
626301,Landing Page Submission,Google,No,No,1,4.0,1230,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
634813,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
619624,Landing Page Submission,Direct Traffic,No,No,1,3.0,1643,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
639507,API,Google,No,No,1,2.0,915,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
599351,Landing Page Submission,Direct Traffic,No,No,1,4.0,98,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
581789,Landing Page Submission,Direct Traffic,No,No,1,2.0,1237,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
593651,API,Organic Search,No,No,0,3.0,1195,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
659720,API,Referral Sites,No,No,0,4.0,520,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,10.0,15.0,No
642146,API,Google,No,No,1,2.0,681,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
603015,Landing Page Submission,Direct Traffic,No,No,0,2.0,402,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
616749,API,Google,No,No,0,2.0,67,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
585344,API,Google,Yes,No,0,3.0,108,3.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,8.0,15.0,No
633608,Landing Page Submission,Google,No,No,0,3.0,95,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
611207,Landing Page Submission,Direct Traffic,No,No,1,4.0,1298,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
644264,Landing Page Submission,Google,No,No,0,5.0,312,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
649404,Landing Page Submission,Google,No,No,1,4.0,1758,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
625027,Landing Page Submission,Direct Traffic,No,No,1,1.0,1449,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,No
604088,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
605302,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
584185,Landing Page Submission,Direct Traffic,No,No,0,2.0,252,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
652918,Landing Page Submission,Direct Traffic,No,No,0,1.0,27,1.0,Converted to Lead,,Working Professional,No,No,No,No,No,No,14.0,18.0,No
647775,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
590089,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
649028,Landing Page Submission,Organic Search,No,No,0,4.0,61,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,17.0,No
652227,API,Google,No,No,1,3.0,717,1.5,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
641909,Landing Page Submission,Direct Traffic,No,No,1,8.0,1190,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
594698,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1103,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
605331,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
590705,Landing Page Submission,Google,No,No,0,2.0,108,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
588185,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
606393,API,Google,No,No,1,2.0,1488,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
603162,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
639937,API,Google,No,No,0,2.0,371,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
632721,API,Google,No,No,0,2.0,465,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633243,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
603528,API,Google,No,No,0,3.0,291,3.0,Email Opened,,,No,No,No,No,No,No,,,No
627445,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
605502,Landing Page Submission,Direct Traffic,No,No,0,2.0,206,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
609451,API,Google,No,No,1,3.0,1660,1.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
635782,API,Google,No,No,0,2.0,282,2.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
653292,API,Referral Sites,No,No,0,10.0,198,3.33,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
619060,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
639298,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
613680,Landing Page Submission,Organic Search,No,No,0,3.0,1174,3.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
644186,Landing Page Submission,Google,No,No,0,5.0,30,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
597189,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
619195,Landing Page Submission,Organic Search,No,No,1,8.0,1408,4.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
645887,Landing Page Submission,Direct Traffic,No,No,1,2.0,71,2.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
615707,Landing Page Submission,Direct Traffic,No,No,1,2.0,430,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,10.0,17.0,Yes
642544,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
634310,API,Direct Traffic,No,No,0,17.0,250,4.25,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
598742,Landing Page Submission,Direct Traffic,No,No,1,3.0,1371,3.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
645960,Landing Page Submission,Direct Traffic,No,No,0,3.0,21,3.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
643228,Landing Page Submission,Google,No,No,1,3.0,949,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
641312,API,Direct Traffic,No,No,1,6.0,1040,6.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
583528,Landing Page Submission,Google,No,No,1,5.0,789,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
589704,Landing Page Submission,Direct Traffic,No,No,0,2.0,193,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,16.0,Yes
601653,API,Organic Search,Yes,No,0,2.0,207,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
640525,Landing Page Submission,Google,No,No,1,2.0,882,2.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
591471,Landing Page Submission,Google,No,No,0,3.0,1576,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,11.0,16.0,No
619567,API,Google,No,No,1,6.0,151,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
637844,Landing Page Submission,Direct Traffic,No,No,0,1.0,102,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
592783,Landing Page Submission,Organic Search,No,No,0,4.0,192,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
641110,Landing Page Submission,Google,No,No,0,4.0,61,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
